test_id,adult_males,subadult_males,adult_females,juveniles,pups
15284,6,3,34,15,14
15285,6,7,57,15,35
15286,8,6,59,14,34
15287,1,4,4,20,0
15288,2,3,9,11,6
15289,8,4,70,9,58
15290,1,3,5,8,1
15291,4,3,22,2,15
15292,6,5,58,13,26
15293,0,3,9,8,2
15294,5,4,52,4,36
15295,4,6,57,25,19
15296,4,3,25,6,19
15297,2,5,20,42,0
15298,1,5,10,17,2
15299,1,3,7,4,3
15300,2,11,57,172,3
15301,7,7,108,44,39
15302,2,1,29,26,2
15303,0,6,6,16,0
15304,2,7,17,52,4
15305,5,4,33,11,16
15306,3,2,19,8,7
15307,1,1,2,9,1
15308,2,5,68,73,6
15309,3,4,19,13,5
15310,2,3,5,10,2
15311,1,3,5,4,0
15312,4,3,29,5,20
15313,1,3,5,4,3
15314,6,3,69,33,5
15315,2,1,23,15,8
15316,1,4,8,4,5
15317,4,3,17,11,10
15318,9,5,74,30,22
15319,6,6,58,10,33
15320,1,1,4,2,2
15321,3,3,14,4,6
15322,4,4,21,8,11
15323,7,5,32,10,20
15324,1,1,8,5,4
15325,2,5,15,7,5
15326,1,2,4,8,0
15327,2,3,23,14,4
15328,1,1,1,6,0
15329,0,2,2,11,0
15330,4,4,18,20,0
15331,9,11,162,191,31
15332,4,7,46,26,11
15333,3,7,22,18,8
15334,6,4,88,44,24
15335,1,3,12,12,2
15336,2,2,10,4,7
15337,7,6,42,33,10
15338,0,3,5,2,2
15339,2,4,22,10,7
15340,2,4,9,13,0
15341,0,3,4,20,0
15342,5,3,36,8,17
15343,1,4,5,4,2
15344,2,2,6,7,2
15345,4,6,27,12,12
15346,2,3,13,11,1
15347,11,4,84,25,53
15348,3,3,22,7,13
15349,3,4,23,10,6
15350,1,4,5,2,3
15351,8,7,68,42,34
15352,6,7,43,43,14
15353,1,3,7,2,4
15354,1,6,10,5,5
15355,7,3,47,13,28
15356,3,2,13,10,2
15357,8,3,81,34,42
15358,3,3,15,4,7
15359,2,3,19,23,2
15360,1,1,7,1,6
15361,0,3,2,3,0
15362,1,2,7,6,3
15363,5,6,30,6,9
15364,2,1,17,5,0
15365,2,3,14,7,4
15366,8,4,39,4,26
15367,6,5,46,30,15
15368,1,2,6,3,1
15369,7,13,107,76,28
15370,0,1,3,3,1
15371,2,1,9,13,3
15372,2,5,13,17,1
15373,3,1,14,12,2
15374,4,5,32,3,21
15375,2,2,17,2,11
15376,5,4,19,17,2
15377,7,4,49,22,23
15378,3,5,26,27,12
15379,5,3,22,9,10
15380,1,2,5,9,0
15381,2,4,48,8,20
15382,2,1,13,4,0
15383,3,4,25,11,15
15384,0,1,0,1,0
15385,2,4,10,7,2
15386,2,3,18,8,7
15387,2,2,6,5,1
15388,1,2,7,2,5
15389,2,11,118,266,4
15390,1,5,13,18,0
15391,0,1,1,2,0
15392,4,7,44,44,10
15393,3,3,19,3,15
15394,15,11,200,73,87
15395,3,3,31,26,5
15396,4,2,27,9,11
15397,1,2,5,4,1
15398,1,3,8,1,5
15399,2,2,8,7,4
15400,2,2,13,6,0
15401,1,3,8,2,4
15402,1,3,5,12,0
15403,1,2,8,3,5
15404,2,2,7,7,0
15405,0,2,0,10,0
15406,1,6,21,21,1
15407,1,3,19,42,0
15408,1,3,3,4,0
15409,3,8,39,21,12
15410,3,2,22,5,11
15411,4,9,107,80,11
15412,3,3,12,14,4
15413,5,3,28,7,19
15414,0,2,3,4,0
15415,5,4,20,10,9
15416,1,6,3,10,0
15417,0,2,0,3,0
15418,2,1,7,7,0
15419,15,7,137,5,114
15420,7,4,38,6,23
15421,20,5,170,10,136
15422,4,3,27,4,17
15423,1,1,5,14,0
15424,2,3,22,16,5
15425,3,6,28,5,15
15426,3,1,13,6,9
15427,2,2,25,9,9
15428,2,3,15,5,11
15429,0,4,4,12,0
15430,1,4,4,10,2
15431,1,5,23,22,4
15432,2,1,18,5,7
15433,4,5,38,4,25
15434,2,2,10,4,7
15435,2,5,8,16,0
15436,4,3,27,21,7
15437,1,2,10,13,1
15438,4,2,28,4,21
15439,1,2,2,6,0
15440,1,3,12,16,2
15441,0,1,2,1,1
15442,8,4,57,7,39
15443,18,7,125,31,67
15444,5,4,34,8,18
15445,7,4,54,6,42
15446,2,1,23,2,14
15447,2,2,3,10,0
15448,1,3,4,5,2
15449,1,3,14,15,2
15450,4,8,52,59,18
15451,7,2,38,6,33
15452,0,2,22,16,1
15453,1,2,4,7,1
15454,8,12,218,206,33
15455,2,3,6,7,2
15456,0,1,0,5,0
15457,8,5,73,11,48
15458,1,5,5,13,0
15459,4,3,29,17,14
15460,2,4,15,10,3
15461,2,6,26,56,5
15462,2,6,35,60,4
15463,1,2,13,8,1
15464,3,1,29,3,17
15465,1,1,5,8,1
15466,0,2,3,3,1
15467,1,2,5,6,0
15468,3,3,15,12,4
15469,2,3,10,12,3
15470,2,3,10,8,2
15471,3,2,21,5,15
15472,0,4,26,44,1
15473,2,2,11,16,0
15474,1,2,10,4,6
15475,5,4,19,10,7
15476,2,3,14,5,7
15477,1,4,21,14,3
15478,3,5,26,39,5
15479,2,5,9,19,1
15480,1,1,2,5,0
15481,2,4,13,5,2
15482,2,3,7,10,2
15483,8,8,74,10,47
15484,6,6,44,18,25
15485,5,10,94,174,14
15486,7,4,58,26,20
15487,0,3,1,17,0
15488,1,3,8,6,3
15489,2,3,8,3,6
15490,6,4,39,3,31
15491,11,9,110,82,57
15492,5,3,33,10,17
15493,1,2,16,14,2
15494,2,3,35,31,5
15495,1,3,13,21,3
15496,5,4,34,2,20
15497,6,6,39,37,12
15498,3,2,27,13,12
15499,3,5,27,23,9
15500,4,4,21,26,3
15501,3,2,35,7,23
15502,4,5,47,2,28
15503,2,2,14,1,10
15504,5,6,46,20,18
15505,4,4,26,23,2
15506,1,4,30,5,12
15507,9,7,138,44,54
15508,1,5,18,62,0
15509,0,5,5,41,0
15510,3,3,18,6,11
15511,1,1,4,8,0
15512,1,1,7,3,1
15513,0,2,2,1,0
15514,3,3,32,12,19
15515,3,4,28,4,19
15516,1,3,2,8,0
15517,3,4,34,21,15
15518,6,4,35,9,20
15519,5,4,27,14,12
15520,2,3,17,14,0
15521,4,3,17,13,5
15522,0,4,6,0,2
15523,3,3,16,14,4
15524,1,3,5,12,1
15525,0,3,1,1,0
15526,1,3,17,20,1
15527,3,3,20,12,1
15528,0,4,3,9,0
15529,4,1,23,14,0
15530,2,2,24,6,12
15531,4,2,24,11,11
15532,4,3,12,9,6
15533,0,0,2,0,1
15534,2,2,20,9,13
15535,2,3,10,10,0
15536,1,1,27,23,2
15537,1,7,55,92,2
15538,5,2,23,6,16
15539,0,3,16,6,1
15540,3,3,28,29,3
15541,2,7,24,13,13
15542,0,5,12,42,0
15543,1,3,15,28,1
15544,4,3,71,50,0
15545,2,5,9,16,2
15546,5,3,49,8,27
15547,4,6,47,26,12
15548,1,0,10,4,0
15549,0,2,4,1,2
15550,9,5,67,7,58
15551,1,3,6,12,1
15552,3,4,22,19,5
15553,8,3,35,27,14
15554,15,3,95,12,75
15555,3,3,30,22,11
15556,0,3,7,15,1
15557,1,2,3,4,1
15558,8,4,55,7,33
15559,2,3,19,8,11
15560,0,5,9,8,3
15561,6,8,46,44,20
15562,5,4,66,30,19
15563,3,5,22,22,7
15564,3,6,17,13,4
15565,1,2,4,8,0
15566,5,2,23,3,19
15567,3,3,16,11,1
15568,8,4,40,14,22
15569,1,2,4,6,0
15570,5,3,27,3,20
15571,12,4,85,11,63
15572,8,4,38,4,27
15573,1,2,4,6,2
15574,4,6,22,5,13
15575,1,2,9,9,1
15576,0,0,0,2,0
15577,1,2,6,7,0
15578,0,3,15,12,0
15579,2,2,11,8,1
15580,2,5,23,20,5
15581,0,3,2,1,0
15582,4,4,25,12,12
15583,2,2,12,5,6
15584,10,5,60,17,39
15585,2,4,7,13,3
15586,5,7,38,16,12
15587,2,3,15,4,10
15588,4,2,23,4,12
15589,14,5,115,7,92
15590,36,9,274,25,221
15591,3,3,15,3,12
15592,0,3,6,7,2
15593,0,3,2,18,0
15594,5,5,44,27,10
15595,3,7,64,58,10
15596,3,1,13,14,3
15597,2,2,10,3,8
15598,1,3,22,7,14
15599,3,2,19,2,16
15600,1,2,10,5,0
15601,5,7,36,28,16
15602,4,5,22,20,7
15603,2,1,3,2,2
15604,3,2,12,7,4
15605,4,4,34,19,16
15606,3,3,14,13,4
15607,3,3,8,15,3
15608,2,3,28,17,9
15609,1,1,1,4,0
15610,3,5,19,10,7
15611,2,2,13,3,7
15612,3,2,17,1,9
15613,9,7,34,42,12
15614,13,8,154,94,52
15615,1,6,14,21,3
15616,1,6,27,56,1
15617,2,4,20,8,1
15618,2,3,14,12,2
15619,1,1,5,8,0
15620,4,3,23,16,10
15621,1,2,9,7,3
15622,2,3,12,32,3
15623,1,3,6,4,3
15624,5,8,35,49,7
15625,7,4,35,7,25
15626,2,5,12,10,6
15627,2,2,10,6,3
15628,1,3,14,15,2
15629,2,2,18,7,10
15630,3,3,20,10,8
15631,3,1,19,12,1
15632,2,1,10,7,0
15633,1,3,11,1,5
15634,5,8,39,54,10
15635,2,2,8,4,3
15636,2,3,8,12,4
15637,0,4,41,43,3
15638,2,5,17,22,6
15639,1,1,9,4,5
15640,2,1,23,14,2
15641,1,1,1,8,0
15642,6,7,62,32,18
15643,2,4,10,2,6
15644,6,5,40,5,27
15645,2,2,10,6,3
15646,2,2,11,7,0
15647,2,3,15,15,4
15648,1,9,45,180,3
15649,2,2,20,19,2
15650,1,3,9,24,5
15651,2,2,9,5,2
15652,6,3,48,5,33
15653,1,2,5,3,3
15654,0,2,2,4,0
15655,2,4,18,20,6
15656,1,2,14,9,5
15657,8,6,75,26,41
15658,3,3,13,13,2
15659,27,9,245,8,182
15660,2,6,12,32,0
15661,2,5,7,7,3
15662,2,3,18,6,10
15663,2,2,11,6,0
15664,6,7,65,39,31
15665,2,3,19,2,14
15666,2,2,17,12,4
15667,2,3,13,13,0
15668,1,3,15,11,4
15669,3,2,13,6,8
15670,5,6,51,30,16
15671,7,6,46,4,42
15672,0,1,1,0,0
15673,2,0,3,7,1
15674,2,4,12,9,2
15675,3,3,27,13,10
15676,0,0,0,2,0
15677,1,4,7,7,0
15678,4,3,32,9,17
15679,0,2,2,1,0
15680,7,10,197,116,17
15681,5,4,75,25,27
15682,2,2,8,8,1
15683,1,2,12,12,0
15684,5,2,77,24,34
15685,2,1,4,4,1
15686,1,2,8,9,0
15687,3,1,21,18,0
15688,4,6,31,10,21
15689,2,4,9,6,4
15690,2,3,15,5,7
15691,2,2,12,7,1
15692,2,2,32,6,17
15693,10,5,51,13,34
15694,3,5,12,13,1
15695,3,10,35,62,9
15696,4,10,53,41,10
15697,3,2,11,11,7
15698,1,3,2,2,0
15699,11,8,132,22,59
15700,13,8,103,31,52
15701,3,2,22,4,15
15702,1,2,12,4,7
15703,6,8,147,63,49
15704,5,7,47,53,9
15705,4,4,25,7,21
15706,3,4,19,7,9
15707,5,9,133,110,12
15708,2,1,12,5,6
15709,10,6,75,10,47
15710,1,1,10,3,3
15711,3,3,21,9,6
15712,6,2,28,6,24
15713,16,8,177,50,80
15714,1,2,7,5,1
15715,3,2,21,0,17
15716,1,2,1,4,0
15717,5,3,33,21,7
15718,0,2,0,4,0
15719,3,6,42,74,12
15720,0,1,0,2,0
15721,5,4,43,1,28
15722,1,4,14,7,3
15723,1,2,1,3,0
15724,6,5,43,17,19
15725,2,4,20,7,10
15726,1,2,3,6,1
15727,2,5,29,20,7
15728,7,4,39,5,26
15729,3,4,21,8,13
15730,5,6,48,41,7
15731,2,7,17,41,6
15732,2,4,16,7,7
15733,0,2,9,5,2
15734,0,5,5,18,0
15735,3,7,17,6,9
15736,2,5,17,42,0
15737,1,1,5,0,2
15738,11,5,74,24,35
15739,2,2,11,4,6
15740,1,3,8,4,4
15741,1,4,7,8,1
15742,0,2,3,2,2
15743,1,3,3,3,2
15744,2,3,28,19,4
15745,5,4,111,63,21
15746,3,6,28,31,7
15747,5,4,37,17,15
15748,3,7,36,35,6
15749,1,1,0,5,0
15750,1,4,12,2,9
15751,1,3,3,13,0
15752,0,5,5,7,1
15753,2,1,20,5,16
15754,0,2,4,1,1
15755,2,8,33,53,2
15756,1,2,4,5,1
15757,8,2,42,9,32
15758,2,4,11,6,5
15759,5,5,59,2,37
15760,3,4,14,9,5
15761,11,5,72,7,56
15762,1,3,12,7,4
15763,7,3,40,4,33
15764,5,7,84,69,23
15765,1,2,6,2,4
15766,6,3,28,17,9
15767,2,3,6,23,0
15768,3,4,20,21,2
15769,0,3,8,9,0
15770,1,4,26,29,3
15771,1,2,5,6,1
15772,4,2,22,5,14
15773,1,4,5,19,1
15774,10,6,179,33,87
15775,1,2,6,5,3
15776,3,6,18,10,5
15777,2,3,7,6,3
15778,1,3,19,15,1
15779,4,3,27,7,12
15780,1,2,4,6,1
15781,2,3,6,4,1
15782,8,4,80,33,41
15783,1,2,2,7,0
15784,1,1,4,5,0
15785,1,3,5,4,1
15786,2,2,9,16,2
15787,3,2,24,3,12
15788,1,3,22,24,0
15789,1,1,4,6,1
15790,3,3,20,13,7
15791,0,2,3,8,2
15792,2,1,12,4,0
15793,1,2,9,6,4
15794,1,3,14,7,5
15795,0,1,1,0,0
15796,2,4,13,6,4
15797,6,7,60,39,26
15798,1,2,11,7,2
15799,2,3,21,3,9
15800,5,4,24,13,10
15801,7,3,56,20,24
15802,2,3,14,10,6
15803,3,2,12,8,7
15804,1,7,29,84,5
15805,3,7,57,64,7
15806,2,3,15,8,6
15807,0,5,3,5,0
15808,1,2,5,5,2
15809,1,1,4,5,3
15810,3,1,14,3,9
15811,5,2,28,7,19
15812,3,6,28,23,9
15813,0,1,4,1,1
15814,3,4,21,45,3
15815,0,8,7,6,2
15816,6,4,36,5,24
15817,1,4,13,25,1
15818,0,0,0,2,0
15819,2,2,13,6,8
15820,5,4,24,10,13
15821,1,4,5,9,1
15822,0,3,15,43,0
15823,3,3,11,5,2
15824,6,8,41,17,16
15825,2,1,10,9,2
15826,0,1,3,8,0
15827,2,4,18,10,10
15828,3,4,25,5,14
15829,1,6,10,19,1
15830,6,8,103,97,22
15831,11,8,93,15,51
15832,2,8,20,9,8
15833,4,3,25,10,15
15834,1,3,1,3,0
15835,2,4,9,7,3
15836,2,2,10,4,3
15837,1,3,17,9,3
15838,3,3,20,13,9
15839,1,4,18,10,4
15840,1,3,15,9,5
15841,6,4,56,9,45
15842,8,6,45,10,27
15843,4,4,34,7,20
15844,2,2,7,7,1
15845,0,2,7,5,2
15846,0,2,2,4,0
15847,6,4,72,38,32
15848,1,2,10,1,8
15849,1,5,8,7,2
15850,3,5,80,86,8
15851,3,3,14,2,9
15852,0,1,1,3,0
15853,2,3,16,8,0
15854,3,3,30,5,19
15855,7,4,47,13,29
15856,22,6,148,18,110
15857,1,1,11,5,6
15858,1,4,9,4,3
15859,4,3,40,15,18
15860,2,3,8,7,3
15861,0,5,3,3,1
15862,0,1,1,0,0
15863,2,2,17,4,9
15864,6,7,82,49,19
15865,1,6,10,16,0
15866,3,2,19,13,0
15867,2,5,12,10,3
15868,0,2,6,3,4
15869,4,2,12,13,1
15870,7,5,58,6,51
15871,1,3,9,3,4
15872,1,2,7,2,3
15873,4,3,33,8,22
15874,1,3,4,4,3
15875,5,5,36,13,17
15876,1,1,11,1,8
15877,7,4,61,12,36
15878,0,2,8,9,0
15879,14,5,87,6,78
15880,2,2,16,6,2
15881,2,3,14,1,10
15882,4,2,21,10,11
15883,0,2,1,9,0
15884,1,2,7,6,1
15885,2,3,11,5,4
15886,5,11,58,102,17
15887,2,5,25,8,9
15888,6,5,96,20,53
15889,12,6,72,15,48
15890,0,6,2,77,0
15891,3,3,17,1,13
15892,3,6,18,16,7
15893,0,1,4,2,0
15894,11,3,79,7,72
15895,1,3,3,6,2
15896,1,2,10,5,3
15897,0,0,1,2,0
15898,2,2,12,6,1
15899,1,5,4,7,1
15900,0,2,2,3,0
15901,2,2,14,3,6
15902,5,4,22,18,10
15903,2,2,7,6,1
15904,4,3,33,9,18
15905,2,2,15,10,0
15906,4,4,33,9,19
15907,5,3,23,5,16
15908,4,6,50,40,16
15909,2,3,9,14,2
15910,1,1,3,6,0
15911,2,2,4,8,0
15912,4,4,27,12,12
15913,0,2,1,8,0
15914,6,4,42,25,17
15915,1,1,6,2,0
15916,5,4,30,18,2
15917,1,3,3,4,1
15918,3,3,23,17,0
15919,2,2,9,6,2
15920,1,3,24,10,10
15921,3,5,33,15,14
15922,1,3,18,8,2
15923,2,4,15,13,3
15924,4,4,68,16,32
15925,1,3,3,3,0
15926,1,1,7,4,3
15927,3,2,33,18,15
15928,1,0,7,3,3
15929,3,11,35,53,10
15930,2,5,13,11,3
15931,1,2,6,6,1
15932,3,2,9,6,3
15933,0,5,10,17,0
15934,3,2,11,7,4
15935,5,5,50,30,16
15936,5,3,42,9,18
15937,0,0,1,2,0
15938,6,2,67,35,8
15939,2,2,21,36,1
15940,4,5,72,22,27
15941,2,1,19,30,0
15942,1,1,6,6,0
15943,1,4,18,15,4
15944,4,5,24,10,15
15945,1,2,4,7,1
15946,8,5,51,3,43
15947,3,4,17,6,5
15948,0,5,5,13,1
15949,0,1,4,3,0
15950,8,5,91,47,51
15951,1,1,4,5,0
15952,2,5,18,16,5
15953,1,1,1,4,0
15954,2,10,20,15,9
15955,2,2,9,10,4
15956,1,5,8,2,3
15957,9,5,53,9,32
15958,10,7,101,8,59
15959,14,4,107,7,95
15960,14,6,143,6,95
15961,7,5,50,27,21
15962,0,2,5,4,0
15963,3,5,21,8,17
15964,2,3,9,8,2
15965,2,5,28,9,4
15966,1,2,5,11,0
15967,1,2,2,12,0
15968,2,2,7,3,3
15969,3,6,64,50,12
15970,5,4,44,21,19
15971,0,1,4,1,1
15972,2,3,19,31,4
15973,1,5,20,20,5
15974,2,3,35,23,8
15975,2,4,10,4,7
15976,8,3,53,10,42
15977,6,4,39,14,14
15978,5,3,28,6,20
15979,5,2,22,5,12
15980,2,2,13,8,3
15981,5,6,43,29,9
15982,0,2,5,2,2
15983,0,3,3,4,1
15984,4,6,25,22,8
15985,4,5,25,13,11
15986,2,1,11,8,5
15987,6,5,47,20,25
15988,1,4,11,4,4
15989,1,3,5,6,0
15990,6,4,54,6,34
15991,1,3,4,13,0
15992,1,1,9,8,1
15993,2,1,9,6,1
15994,1,2,12,5,8
15995,8,5,54,43,16
15996,1,1,5,6,1
15997,2,2,20,3,9
15998,1,4,7,3,3
15999,3,7,24,26,9
16000,9,6,61,4,45
16001,2,3,41,4,24
16002,4,3,26,10,13
16003,3,3,19,6,9
16004,2,2,16,6,10
16005,3,4,16,23,9
16006,3,5,23,20,8
16007,5,7,29,16,14
16008,2,1,14,4,0
16009,0,0,0,2,0
16010,1,0,1,3,0
16011,1,3,4,5,0
16012,3,6,56,36,11
16013,4,4,37,6,20
16014,2,2,13,3,8
16015,2,4,49,11,16
16016,0,2,3,5,0
16017,5,4,31,16,19
16018,1,2,13,5,3
16019,2,2,13,11,4
16020,1,2,4,1,2
16021,0,1,1,2,0
16022,10,4,62,9,54
16023,5,6,56,16,24
16024,0,3,18,32,0
16025,0,2,6,8,0
16026,2,2,13,11,1
16027,0,3,4,1,1
16028,1,4,4,0,3
16029,3,4,16,12,8
16030,4,2,29,10,16
16031,1,2,12,12,0
16032,1,5,23,20,2
16033,1,2,9,8,4
16034,0,2,3,3,0
16035,4,5,33,3,21
16036,3,2,14,6,9
16037,2,2,20,8,10
16038,0,2,0,2,0
16039,3,9,30,49,11
16040,1,2,3,5,0
16041,4,6,23,7,11
16042,1,3,3,10,0
16043,1,1,6,8,5
16044,1,2,4,7,0
16045,9,4,45,10,27
16046,1,2,6,3,2
16047,1,1,4,2,0
16048,2,4,12,5,8
16049,7,3,42,4,35
16050,5,4,36,16,20
16051,3,3,20,6,8
16052,4,6,48,53,12
16053,2,4,13,9,3
16054,2,3,7,4,3
16055,0,3,3,4,0
16056,19,7,123,27,81
16057,1,2,29,24,4
16058,2,5,24,43,1
16059,5,4,24,9,15
16060,4,3,17,7,6
16061,1,3,8,10,0
16062,1,1,0,8,0
16063,1,4,9,27,2
16064,3,2,18,3,12
16065,2,5,29,20,8
16066,2,3,13,14,4
16067,0,3,16,20,0
16068,0,4,2,3,0
16069,3,5,18,27,2
16070,8,5,51,8,38
16071,7,4,46,9,22
16072,12,5,113,25,64
16073,1,3,17,4,8
16074,6,2,36,17,17
16075,1,2,3,1,1
16076,3,3,21,8,7
16077,12,8,100,30,49
16078,1,1,2,7,1
16079,0,1,1,5,0
16080,2,3,7,9,0
16081,4,6,43,21,9
16082,3,4,18,17,5
16083,2,5,12,10,6
16084,0,1,1,0,0
16085,2,2,21,30,4
16086,3,2,17,12,3
16087,2,3,30,18,8
16088,1,3,11,8,1
16089,3,12,28,113,6
16090,2,1,7,7,3
16091,4,5,48,25,15
16092,5,3,59,28,19
16093,1,1,3,7,0
16094,3,5,48,34,13
16095,1,1,3,7,0
16096,1,2,0,5,0
16097,3,4,19,5,12
16098,2,3,8,8,2
16099,1,3,6,8,0
16100,2,5,21,29,2
16101,2,5,14,20,1
16102,2,4,9,5,5
16103,2,6,9,20,1
16104,0,0,0,6,0
16105,1,2,6,8,0
16106,2,1,15,9,0
16107,1,6,23,34,1
16108,1,2,14,6,0
16109,1,3,28,19,5
16110,1,1,6,4,0
16111,1,3,10,14,1
16112,3,6,34,29,8
16113,1,4,10,8,3
16114,5,7,52,36,21
16115,1,3,6,1,4
16116,2,3,11,18,3
16117,1,2,10,6,2
16118,0,1,2,8,0
16119,3,3,22,1,16
16120,1,1,2,10,1
16121,2,2,35,18,11
16122,0,4,3,2,2
16123,2,3,8,8,3
16124,1,3,9,5,5
16125,6,3,62,5,46
16126,3,3,18,9,8
16127,12,10,180,214,53
16128,1,3,16,3,7
16129,7,4,42,8,30
16130,1,1,3,2,1
16131,3,3,13,8,3
16132,4,3,27,8,12
16133,3,4,29,21,7
16134,9,5,57,13,34
16135,3,6,34,27,6
16136,8,6,78,60,20
16137,3,3,31,6,15
16138,4,5,39,27,9
16139,6,6,64,13,32
16140,6,4,34,11,22
16141,7,6,56,22,23
16142,6,3,73,10,39
16143,0,1,2,8,0
16144,2,11,15,18,6
16145,12,6,66,6,55
16146,6,3,67,36,2
16147,5,5,118,77,19
16148,1,2,3,10,0
16149,1,2,7,4,1
16150,2,4,68,70,6
16151,1,5,12,19,0
16152,5,4,65,10,43
16153,1,2,11,6,5
16154,0,4,4,13,0
16155,3,2,20,6,14
16156,1,4,6,6,0
16157,2,3,17,3,12
16158,3,3,17,2,10
16159,1,2,12,3,8
16160,2,2,15,5,9
16161,5,5,19,23,3
16162,1,2,8,7,2
16163,7,4,49,13,22
16164,1,1,3,3,1
16165,2,3,14,6,4
16166,1,1,6,9,1
16167,2,4,11,13,2
16168,3,3,23,12,7
16169,6,7,64,40,31
16170,4,2,23,4,17
16171,2,5,16,14,5
16172,9,3,84,31,34
16173,2,2,5,5,1
16174,5,6,22,28,4
16175,2,5,22,21,7
16176,1,2,5,4,1
16177,1,2,11,5,2
16178,2,4,28,8,15
16179,2,3,16,11,7
16180,1,2,2,11,0
16181,8,7,139,86,33
16182,0,2,8,8,0
16183,2,6,14,23,3
16184,3,5,35,10,11
16185,4,6,26,38,7
16186,3,4,46,22,14
16187,2,5,25,12,6
16188,3,3,15,11,4
16189,4,4,22,8,12
16190,8,8,115,65,40
16191,1,5,14,33,3
16192,0,2,4,2,0
16193,1,2,12,7,3
16194,0,5,12,10,4
16195,2,4,14,10,2
16196,2,5,33,8,13
16197,2,5,24,12,14
16198,5,8,51,20,22
16199,3,2,18,4,12
16200,3,4,17,12,5
16201,2,3,24,6,13
16202,1,2,5,12,0
16203,2,2,12,7,5
16204,5,5,31,3,24
16205,1,4,4,8,0
16206,4,5,37,37,12
16207,1,2,6,1,5
16208,1,1,4,5,2
16209,1,6,39,82,0
16210,2,2,11,6,0
16211,2,2,20,11,7
16212,4,7,45,60,11
16213,3,2,24,10,11
16214,1,3,4,7,2
16215,11,4,87,5,75
16216,0,5,3,2,1
16217,4,5,43,19,16
16218,1,1,8,4,5
16219,3,3,12,11,3
16220,2,2,15,7,2
16221,2,4,10,11,1
16222,1,5,12,20,2
16223,1,2,10,2,5
16224,0,0,4,5,1
16225,3,3,23,7,12
16226,10,11,109,36,52
16227,4,4,43,27,19
16228,4,4,29,8,16
16229,24,7,208,12,169
16230,1,2,2,10,0
16231,2,3,22,4,9
16232,2,6,14,24,1
16233,1,2,14,7,5
16234,0,1,2,2,0
16235,6,3,40,6,28
16236,3,1,10,7,4
16237,0,2,1,1,0
16238,0,5,3,5,0
16239,5,5,20,22,2
16240,2,1,6,7,3
16241,3,2,26,10,12
16242,9,10,76,12,43
16243,6,5,60,8,40
16244,2,6,15,23,4
16245,9,5,75,39,35
16246,2,2,31,24,9
16247,1,2,10,10,2
16248,4,4,43,30,13
16249,1,7,22,35,1
16250,1,2,14,15,0
16251,8,4,69,10,42
16252,1,2,5,16,0
16253,1,3,12,3,11
16254,6,5,47,8,29
16255,2,4,21,6,11
16256,1,1,23,10,0
16257,1,6,10,9,7
16258,3,5,19,11,8
16259,3,6,18,12,11
16260,1,3,17,18,6
16261,1,2,13,2,8
16262,3,10,34,43,10
16263,1,5,36,47,2
16264,1,4,8,8,1
16265,5,3,25,16,14
16266,1,4,3,11,0
16267,0,3,2,0,0
16268,3,2,27,9,10
16269,3,7,23,14,5
16270,2,3,29,15,12
16271,3,5,44,60,7
16272,0,4,18,31,1
16273,1,2,12,6,4
16274,1,3,8,9,4
16275,1,3,10,13,0
16276,8,5,76,3,62
16277,0,1,2,9,0
16278,2,4,21,33,0
16279,3,2,30,3,21
16280,1,2,27,22,2
16281,12,5,103,21,70
16282,4,3,27,15,15
16283,2,1,8,8,2
16284,1,2,12,9,1
16285,2,2,11,7,1
16286,4,6,50,26,11
16287,4,8,29,40,7
16288,6,4,31,21,10
16289,4,3,21,25,5
16290,0,7,17,120,0
16291,1,3,16,24,4
16292,6,5,34,41,13
16293,1,3,5,3,3
16294,5,2,12,18,0
16295,0,0,1,2,0
16296,11,4,70,5,54
16297,2,1,18,5,10
16298,4,4,28,2,20
16299,1,2,6,3,3
16300,3,3,14,17,1
16301,1,4,9,5,4
16302,1,2,6,19,0
16303,4,5,48,23,22
16304,2,2,7,7,1
16305,4,5,17,16,3
16306,3,3,17,16,4
16307,4,3,22,3,13
16308,2,5,12,33,0
16309,5,4,21,16,4
16310,2,3,12,14,0
16311,3,5,20,9,11
16312,2,2,6,10,1
16313,1,2,6,6,2
16314,0,0,2,2,1
16315,1,3,7,9,0
16316,1,2,9,9,0
16317,2,5,25,11,10
16318,4,7,61,69,6
16319,3,1,15,8,3
16320,1,3,4,14,0
16321,4,2,21,11,10
16322,4,3,20,10,14
16323,2,3,11,9,4
16324,2,3,6,6,2
16325,3,3,29,6,17
16326,1,4,7,8,1
16327,2,3,9,4,7
16328,0,1,2,5,0
16329,3,5,15,21,3
16330,6,4,74,8,53
16331,2,3,16,2,7
16332,1,2,10,7,0
16333,0,7,4,21,0
16334,2,2,7,5,2
16335,1,4,17,9,2
16336,7,8,48,7,34
16337,2,3,15,3,6
16338,2,2,22,16,6
16339,1,3,11,14,1
16340,5,9,57,64,17
16341,8,5,60,26,21
16342,1,1,3,5,2
16343,7,5,75,30,33
16344,0,1,1,4,0
16345,2,2,24,24,7
16346,3,3,16,3,13
16347,4,2,26,7,17
16348,4,5,32,11,22
16349,4,4,20,7,9
16350,0,1,1,1,0
16351,1,2,9,4,0
16352,4,2,17,11,8
16353,4,6,23,16,8
16354,9,6,42,34,19
16355,1,1,6,6,0
16356,3,3,25,17,0
16357,1,4,8,10,0
